gene	score
BCL3	1.00227327188801e-06
BRMS1	1.0022654269787903e-06
MPP1	1.0021781750691912e-06
TBPL1	1.0016722302431007e-06
ANAPC10	1.0009299724427351e-06
RALB	1.000902483528754e-06
HGSNAT	1.0007430234242688e-06
TRIR	1.0004707608353253e-06
TERF2	1.000280124421055e-06
MYLK	1.0002620349992305e-06
HELLS	1.0001993457477751e-06
CAPN10	1.0000557553860347e-06
FAF2	9.999971507460956e-07
CAPRIN1	9.98793207436436e-07
CREB3	9.982828432438178e-07
HAT1	9.979577280312714e-07
FAIM2	9.977250133438465e-07
SSTR5	9.974696796714047e-07
ARID1B	9.97244365455747e-07
DDX50	9.97202617340581e-07
TNFRSF4	9.968197986830336e-07
PHF6	9.961004896649597e-07
MNAT1	9.958453126241857e-07
MAP3K3	9.956393649729072e-07
NOL12	9.956311441891147e-07
NDUFAF2	9.955283351395252e-07
TMPRSS2	9.953660346318125e-07
FBXL3	9.943150579827615e-07
MYO5C	9.93834535714769e-07
CCNF	9.925647380068464e-07
RETREG1	9.917511500036052e-07
ADCY6	9.914817247987645e-07
OSTC	9.914774933214079e-07
FBXO4	9.913365835849537e-07
PLAGL1	9.912123794649735e-07
PUS7	9.903479842769811e-07
HAS1	9.89998599203222e-07
CROT	9.898915879435559e-07
SLC35A2	9.895251524678533e-07
ADCY7	9.89181335740007e-07
MSRB1	9.890935347052126e-07
TNRC6B	9.888654596670663e-07
ITGA10	9.887739641858426e-07
PQBP1	9.885116232625835e-07
PIP	9.883840379383733e-07
ARNT2	9.880478186092652e-07
TAF9	9.87817597990869e-07
CYB5R1	9.875967857287308e-07
EMILIN1	9.874952112011817e-07
CD7	9.870858942596735e-07
F9	9.868390094673296e-07
UBR5	9.867985036556503e-07
HAUS7	9.864705604083706e-07
NR5A2	9.856213318401497e-07
CENPJ	9.848347331640806e-07
NUBP1	9.847101393062995e-07
MASP1	9.841109597179357e-07
VPS26A	9.840800914690296e-07
BCL9L	9.839511125129398e-07
NOLC1	9.83905977386476e-07
WNK1	9.838732432787599e-07
AKR1D1	9.834850932998645e-07
NAP1L1	9.82343152424847e-07
UGT2A3	9.822587380120164e-07
ADCY1	9.820556886535006e-07
COPS2	9.815857535465022e-07
SMIM24	9.815483815539016e-07
ELOA2	9.814405627610218e-07
PRMT6	9.811825907316666e-07
F2R	9.809328075825822e-07
ZFAND2A	9.807680872988753e-07
ARF3	9.800208053620843e-07
SELPLG	9.794786769187077e-07
CTSH	9.792274212068693e-07
BLMH	9.791123388105427e-07
HLA-DQB1	9.78962457267775e-07
ROM1	9.785678743972186e-07
GRIN2A	9.78497817581533e-07
KLF6	9.78390746904436e-07
YTHDF2	9.778966047225722e-07
ANAPC5	9.778860425671345e-07
TRAPPC2	9.770744770538001e-07
COL9A3	9.770269396826272e-07
FKBP9	9.769163488738957e-07
HAUS1	9.766775403843829e-07
GTF2H5	9.760740765452534e-07
NCR1	9.75749561448342e-07
NSFL1C	9.752587760186472e-07
MUS81	9.752174700968655e-07
LAMA2	9.751948694195402e-07
TMEM14C	9.748439967369118e-07
CD109	9.747845098759394e-07
DDX49	9.74696079024188e-07
LIG1	9.745330369561991e-07
ATP1B3	9.743192486662495e-07
ZMPSTE24	9.74091691189058e-07
FNBP1	9.739276528458355e-07
FBXO7	9.739166031847746e-07
METTL15	9.73912097490829e-07
COMMD2	9.736367952105648e-07
AZU1	9.735496568673952e-07
PDE6A	9.731649445189086e-07
HLA-G	9.729254230633022e-07
TNFRSF11A	9.719983527504891e-07
SURF4	9.71352328300216e-07
AMPH	9.709689434901094e-07
TAF1D	9.70913618886764e-07
CLEC12A	9.70882235882767e-07
UCN3	9.707107288913368e-07
MAFA	9.706145156480758e-07
KRT17	9.700870417248266e-07
NSUN4	9.693516652049533e-07
CHIA	9.690316077943703e-07
TTC27	9.69004777895801e-07
SMIM44	9.689490239881192e-07
MSL3	9.68791596599112e-07
LACC1	9.687708293165797e-07
FIP1L1	9.68068063466823e-07
BMP1	9.679470280707402e-07
SLC36A4	9.67342724862216e-07
SH2B1	9.667618125853722e-07
NRXN1	9.662917019796953e-07
STN1	9.66205618954891e-07
GAS6	9.66184691380668e-07
IGLL5	9.661287435390703e-07
SOCS2	9.660516035603282e-07
IL17RD	9.658684575360056e-07
UBR1	9.65833916083882e-07
F11R	9.656585688259806e-07
CAMK2G	9.656101387954544e-07
HOGA1	9.65516552248832e-07
NUMA1	9.650275839326414e-07
KCTD19	9.647893874637251e-07
EXOSC6	9.64434932892137e-07
NLGN4X	9.642559794138386e-07
TRIP10	9.635510383617365e-07
SERPINE2	9.635087097505185e-07
PHF5A	9.632857634603623e-07
PEX13	9.626137929644761e-07
UMOD	9.626031475013298e-07
BIRC6	9.623677811039464e-07
CISH	9.6186421340854e-07
CXCL2	9.617767632431939e-07
BORA	9.611627878636075e-07
MASP2	9.606005549653987e-07
AKAP12	9.603618029089907e-07
FBXW5	9.603414566212355e-07
SIK2	9.602966669521825e-07
PAK3	9.601804506210475e-07
SERPINA5	9.60041953098625e-07
F7	9.59607813907467e-07
SIK1	9.594863956660772e-07
RNF7	9.593266660230959e-07
E2F3	9.59240161521902e-07
DYNLT1	9.592150582544822e-07
IRF6	9.58905442453071e-07
ITK	9.588094689607277e-07
ABHD5	9.586107655508732e-07
FOLR1	9.58348023153104e-07
SPAG17	9.582389633221084e-07
CD300LF	9.582160103022055e-07
DDX54	9.579957353441908e-07
CKS2	9.575851122041188e-07
SRRT	9.57005123363494e-07
POC5	9.568593235495796e-07
SETD7	9.56292994715939e-07
PPP2R2B	9.55984795358339e-07
HDLBP	9.556028384260744e-07
CCN1	9.553172835479984e-07
PDE7B	9.549259044480327e-07
HNRNPH3	9.544312423831778e-07
LGI4	9.54342778930462e-07
COL7A1	9.542443652402052e-07
UROS	9.54211976061564e-07
ARSF	9.541284187449721e-07
NCF4	9.54122351356376e-07
NOM1	9.534757968984733e-07
CPNE8	9.528525864808587e-07
DDX46	9.527446518168434e-07
NMNAT2	9.525680558475646e-07
LSM3	9.525276800750986e-07
ANP32A	9.518158134377815e-07
PRPF31	9.513792889761852e-07
HLA-DQA2	9.511850023809499e-07
CLCN5	9.508323508179035e-07
N6AMT1	9.50831708276408e-07
MYCBP2	9.507967081092227e-07
AIRE	9.506297912692626e-07
PDXP	9.503137440319323e-07
ARIH2	9.502301009020023e-07
SOX17	9.499856448844426e-07
ARL2	9.499738739286115e-07
APLP2	9.496082410034551e-07
CNTF	9.4939970686153e-07
NPR2	9.487700207608443e-07
MFAP1	9.483466358947252e-07
OR5F1	9.482852450061051e-07
HMGA1	9.481225653084873e-07
RABL3	9.46724255361103e-07
ERBIN	9.465358771985344e-07
TPSAB1	9.464465586090079e-07
CHCHD5	9.46278734389237e-07
POMT2	9.461871314057371e-07
TAF1A	9.458345746897143e-07
MPND	9.455927749957404e-07
CLEC4A	9.45304432957017e-07
COL4A4	9.451262932651597e-07
SIGLEC9	9.450989972216836e-07
POLR1G	9.449143577855694e-07
MAD2L2	9.447704378450352e-07
CCDC149	9.444313977637065e-07
ADAM28	9.435025231434807e-07
VIP	9.43499008348595e-07
MST1R	9.432879306422554e-07
ADAM11	9.431282860368634e-07
P3H2	9.429691721348738e-07
MOCOS	9.42794425416535e-07
PAGR1	9.424829985346338e-07
MYO1B	9.420874226034706e-07
IL2RG	9.420730009588062e-07
ZBTB7A	9.416689717111689e-07
WIPI1	9.416418916829358e-07
TRAPPC3	9.415354087315681e-07
UBE2L6	9.412965555318102e-07
CAND1	9.412945770676958e-07
MYO6	9.412744576003821e-07
POLR1H	9.409887160414142e-07
CSDC2	9.408566091797178e-07
HAUS2	9.407338934586049e-07
ERI1	9.403858308179628e-07
CUL5	9.402263428123111e-07
CYP27B1	9.401549881550852e-07
NUF2	9.401158975198891e-07
DNAJC16	9.400791253562555e-07
GUCY2F	9.400762521549831e-07
TRIM5	9.400720551863186e-07
HCAR2	9.390895233801495e-07
CLTA	9.389418736017473e-07
MBD3	9.375771938272097e-07
AWAT1	9.374432956255454e-07
MND1	9.374244767699523e-07
PPP2R5A	9.368273007201432e-07
GALNT10	9.366836284904599e-07
FFAR1	9.364528636253329e-07
LIMA1	9.355736546500258e-07
CENPE	9.354805791164984e-07
TRIM52	9.352757665599925e-07
CWC25	9.348175119698937e-07
PAX2	9.345831652374755e-07
SBSPON	9.345712798973763e-07
FOXO6	9.342757316344159e-07
ADCY9	9.340293482909369e-07
LYZL1	9.337908293872801e-07
PHF8	9.337080301079346e-07
RNF11	9.336863353164058e-07
DIO2	9.335998482351259e-07
SH3KBP1	9.335064890814045e-07
THOC2	9.326492278619585e-07
ARHGAP1	9.325065662221192e-07
SGSH	9.318165242398906e-07
PRUNE1	9.316556861254979e-07
HIVEP3	9.315427257429695e-07
USO1	9.306030894237578e-07
MLH3	9.305567199853974e-07
GPN1	9.303036749165429e-07
CD22	9.301482318594645e-07
SRPRB	9.297800613493393e-07
LIAT1	9.296298694292372e-07
MMS19	9.295635940272218e-07
NRAP	9.291394984517288e-07
PSPC1	9.287845651980713e-07
LTN1	9.287350103659922e-07
CETN2	9.287046832378652e-07
HCFC1	9.283707020001022e-07
OAS2	9.283031426848671e-07
LEMD3	9.280689856052728e-07
GNAI1	9.277595491733637e-07
NISCH	9.27664178955093e-07
CHML	9.27279442807997e-07
APOBEC1	9.27054822183709e-07
TCF7L1	9.265827739409072e-07
PLAAT3	9.264976080992057e-07
SLC39A13	9.260633814810706e-07
CAMK2B	9.247382759345429e-07
FXYD2	9.244995415374691e-07
NXPH3	9.22817258340618e-07
SLC22A12	9.227364167007132e-07
IFT88	9.220143438639591e-07
SRPK1	9.21715809501764e-07
ND4L	9.216136646430393e-07
SF3B5	9.216090951169497e-07
CADM1	9.205100792461071e-07
COX7A2L	9.205056187196516e-07
CD83	9.20289812485718e-07
KXD1	9.200170108191336e-07
CYB5R2	9.19906245517724e-07
GM2A	9.198664462831046e-07
PRMT3	9.187776226657557e-07
ARID4B	9.186975963696979e-07
PWP1	9.18558952339193e-07
LSM4	9.18339731804013e-07
FBXW2	9.181730805064142e-07
PAM16	9.179799409772467e-07
MAG	9.179526128520296e-07
CYP2C8	9.179244781425712e-07
KLK13	9.177258070329204e-07
RAPSN	9.173998767688522e-07
UBE3C	9.16925074425612e-07
PYCARD	9.167948770245311e-07
GTF2H3	9.165768943935956e-07
NR4A2	9.164210691570737e-07
KAT7	9.163895482468402e-07
DSG1	9.160468978396724e-07
NDOR1	9.159712444980023e-07
PODXL	9.156587260578741e-07
PRKCI	9.155037370121003e-07
WNT2	9.150175536840499e-07
SGK2	9.141799244413623e-07
TRMU	9.140025412776274e-07
TAF12	9.138333140933227e-07
SRSF9	9.137820910335209e-07
PCLAF	9.135495506671142e-07
ACOT11	9.132041974569767e-07
PEX10	9.126446130505317e-07
KLKB1	9.122765149629469e-07
CA13	9.121610112526832e-07
HEMK1	9.120508351130607e-07
OTUD7B	9.119784928108047e-07
DGKG	9.119083733531058e-07
CD1C	9.118722928539267e-07
PRKG2	9.115463355735905e-07
SPRED2	9.115027976220912e-07
SH3YL1	9.109555480811483e-07
DIS3L	9.108061667325107e-07
PDE6G	9.107702969934937e-07
ARID2	9.106034250052373e-07
KCNH2	9.105573084511661e-07
SLC11A1	9.104727925524237e-07
PIP4K2A	9.104246578048097e-07
H2AC4	9.101440932085439e-07
MCM9	9.099643201798394e-07
TMSB10	9.096850041370548e-07
H1-4	9.093349189277186e-07
MRPL18	9.091183523212336e-07
SGCZ	9.084695006045901e-07
CXCL11	9.080700291805948e-07
PLD1	9.079303883597327e-07
TAF1B	9.073929103928947e-07
LRRC8A	9.072033795245805e-07
CR1	9.072018847762092e-07
PDE8B	9.071915523992195e-07
GTF2E2	9.069241765104292e-07
SPAG5	9.066981032184017e-07
SETBP1	9.066582633812182e-07
HAUS6	9.065516510155841e-07
BRIP1	9.065027433193897e-07
AGFG1	9.064341324204452e-07
PICK1	9.063608117053246e-07
USP19	9.063506409547899e-07
AVPR2	9.061322619503781e-07
LRP8	9.061265497583596e-07
TAX1BP1	9.060215699943371e-07
CHRNG	9.060179281258351e-07
PIGM	9.054618830675052e-07
ADAT3	9.053776785176658e-07
TONSL	9.049178489111729e-07
THAP6	9.046123966946503e-07
CFAP70	9.045487731067006e-07
LATS2	9.04216605820989e-07
GNAI2	9.035826812545547e-07
ASMTL	9.033781383146956e-07
CX3CL1	9.028967613260705e-07
SEC24D	9.028409842526909e-07
TNFSF14	9.026107293981002e-07
ORC2	9.022901469181691e-07
PIF1	9.022370433925725e-07
PGA5	9.015800659583668e-07
CCAR2	9.010874623750056e-07
TRMT10C	9.01063223282715e-07
SLC26A1	9.010623280235844e-07
SLX4	9.01030299270988e-07
OCA2	9.009504875365405e-07
TSPAN8	9.009411885913155e-07
PRCP	9.008584930790551e-07
SCARF1	9.000045939011107e-07
XPC	8.999900259522757e-07
FUBP3	8.999165774344609e-07
TCEA2	8.998800904116947e-07
GABPB1	8.994737067658287e-07
DDX25	8.991018938652518e-07
TPP1	8.983285978962699e-07
TBC1D1	8.981125483232683e-07
ITPR2	8.980726804334754e-07
PRAM1	8.978647862404325e-07
KIF14	8.978544586306771e-07
MERTK	8.9781355791607e-07
KLC3	8.977863448412324e-07
LRAT	8.97121981928892e-07
FGF23	8.970551113887556e-07
NFXL1	8.964158398154351e-07
SENP1	8.963712683214582e-07
BOLA3	8.959582725118104e-07
TOPBP1	8.958395246682489e-07
RAPGEF4	8.957631371047299e-07
ENDOV	8.955423324881163e-07
ACRBP	8.953984149763589e-07
PPP2R2A	8.95085583195247e-07
ANKZF1	8.950025011611449e-07
GUCY1B1	8.947142687709877e-07
KEL	8.946023584244509e-07
EFCAB7	8.943717930543375e-07
TCN2	8.940614139948707e-07
CLDN18	8.936393813619132e-07
COL16A1	8.935715072500667e-07
CACYBP	8.934626316892456e-07
SNCAIP	8.934365235413131e-07
CTSZ	8.934114023864555e-07
RASSF1	8.931005611857922e-07
ATG101	8.929168062261188e-07
NPHS1	8.928778632495128e-07
PHF21A	8.927197831096039e-07
SGCD	8.924735890568938e-07
UBE2T	8.917952004261471e-07
DHH	8.916341697445277e-07
TGS1	8.915292206632996e-07
ATP5MK	8.913654414128379e-07
KIFC3	8.913026873248896e-07
KAT8	8.912929201885767e-07
ZCCHC3	8.912646736995338e-07
ETV5	8.910916553245997e-07
TICRR	8.908119439031568e-07
HNRNPA0	8.901903346686357e-07
CXCR6	8.901655075361498e-07
SSTR4	8.900314340826834e-07
COX7A1	8.899263013363711e-07
NELFB	8.896781546362866e-07
GRIK2	8.89425955892532e-07
OAS1	8.8937648346522e-07
PRORP	8.890946227675955e-07
PLTP	8.889217148229362e-07
IL11	8.888854658470689e-07
EYA1	8.882281309983702e-07
ALS2	8.880413748573938e-07
ACTR1B	8.874507044748151e-07
CEACAM8	8.87224292172983e-07
TSHB	8.871775838795927e-07
TCEA1	8.86934223318353e-07
PEX7	8.8676144956188e-07
ELP1	8.861933971358347e-07
WFS1	8.860242581482734e-07
NFE2	8.856937341694364e-07
SBF2	8.85630637654498e-07
PNPLA4	8.855845551694434e-07
SC5D	8.852274829232093e-07
CLEC4C	8.850505575626038e-07
SMAD9	8.848017003808869e-07
DSG2	8.846418144856464e-07
EBF1	8.841475227076456e-07
TAS1R2	8.841115698392886e-07
TRAT1	8.837181667737853e-07
NGLY1	8.836768786972798e-07
AIFM3	8.827838177264909e-07
SCLY	8.827526386593811e-07
AKAP1	8.824662292714399e-07
MRPS30	8.815503934091746e-07
MRPL52	8.814035520572855e-07
SYNPO	8.812749771943619e-07
SUMF1	8.810651156111278e-07
CACNA1D	8.808295136212888e-07
TRDMT1	8.795222740408546e-07
OST4	8.792359750614946e-07
MPRIP	8.791505329380804e-07
ACKR1	8.791137494155124e-07
MAN1A1	8.790776843842073e-07
MSH3	8.788111983962318e-07
GUCA2A	8.787511810030089e-07
MRPL50	8.782689282139246e-07
CDKN1C	8.779222679381175e-07
TECR	8.779074088552065e-07
AP2A1	8.777139341408955e-07
SH2B3	8.775041116097448e-07
KMT5A	8.773952157191874e-07
MATK	8.76887013426479e-07
RRP15	8.763538445659223e-07
TAF2	8.76296947698766e-07
CENPW	8.758734438496965e-07
SLC27A6	8.753580757418584e-07
SF3A2	8.752988748004358e-07
HOXB4	8.740608449062648e-07
DCBLD2	8.740037543939619e-07
CASP4	8.738844016246447e-07
F8A1	8.735763575071708e-07
COX14	8.734070445567625e-07
CFD	8.733670965640766e-07
PFAS	8.732717061204167e-07
HDHD5	8.731805042112936e-07
CD6	8.728377572725545e-07
MRPL42	8.727651674767408e-07
ODAM	8.725051530280388e-07
DDX60	8.724467367107878e-07
MAF1	8.723814187529179e-07
RPE65	8.723632835979498e-07
PAX7	8.721135947289949e-07
ATP4B	8.717919929426753e-07
GTF2H2	8.717455200709494e-07
VPS28	8.716631043444801e-07
RESF1	8.71615584021006e-07
LIPT2	8.714853148603069e-07
HDGF	8.708098377682341e-07
TP53BP2	8.707704170449632e-07
GNPAT	8.706541330101422e-07
PIP5K1C	8.706040450030911e-07
PTPRS	8.704732677237917e-07
BMF	8.704263580923824e-07
PRPF40A	8.703860093138016e-07
DPYSL3	8.700239227538745e-07
TFAP2B	8.698978233348652e-07
DET1	8.698702092790132e-07
ITGAE	8.698303834847443e-07
ERLEC1	8.698112239202366e-07
SH3TC2	8.696575665496487e-07
NAA50	8.694717173632565e-07
KIF3B	8.69147711141409e-07
IPO4	8.688886985144041e-07
CBX5	8.687294509569716e-07
TIRAP	8.68615995127132e-07
RUNX1T1	8.685690100260438e-07
UFM1	8.684207394925051e-07
SGCG	8.682597947247765e-07
PPIL1	8.682016032998252e-07
ALOX15	8.681134521687263e-07
SLC12A5	8.678147708410054e-07
TEKT1	8.672991572293434e-07
STX7	8.671473824933107e-07
PALLD	8.668674098109962e-07
PPL	8.668317810531967e-07
MOG	8.667969899317608e-07
SLC25A28	8.666889137985179e-07
TAF15	8.665680500363262e-07
COL9A2	8.665457944977678e-07
RAB5C	8.663837977363384e-07
HJV	8.651688649282186e-07
CYFIP1	8.648201636274674e-07
PPP1R13B	8.64702468439432e-07
ELAVL3	8.643815844604991e-07
PTF1A	8.641786985852726e-07
COL9A1	8.641136817962525e-07
MCUB	8.636844350798104e-07
EXOC3	8.636143213558513e-07
ESRRB	8.631271013737982e-07
TOP1MT	8.629781877886731e-07
SIGLEC7	8.629756592945156e-07
TADA2B	8.628579754004082e-07
TRAF3IP3	8.625256345756269e-07
GP9	8.618503748116574e-07
GNA13	8.609800226085409e-07
ARSD	8.602214073525814e-07
NMT1	8.602062764186093e-07
CD82	8.601207234671476e-07
KALRN	8.600192661381079e-07
PRPF3	8.598981366600983e-07
RTRAF	8.598213208294255e-07
MPHOSPH6	8.59704844165489e-07
IFIT3	8.596449514871177e-07
DLK1	8.593985836915817e-07
NFATC2	8.593978673085406e-07
EHMT1	8.5932974852135e-07
LAMTOR2	8.592534874892621e-07
HOXB1	8.590862964212339e-07
PDX1	8.585678662373425e-07
CFAP410	8.581019305605227e-07
CSE1L	8.575517782596112e-07
LPIN2	8.574697800558258e-07
CFI	8.572559560011487e-07
CDIN1	8.569070951382484e-07
SLC28A1	8.568778486632591e-07
ADCY2	8.567472595548643e-07
NUDT1	8.567093658947035e-07
SAV1	8.566548052663263e-07
RFC5	8.56636361496267e-07
NOL9	8.564585471776865e-07
SNX27	8.562021810129421e-07
CTNNA2	8.560045912594741e-07
BCR	8.559003466630728e-07
MPPED1	8.558568109688619e-07
NXN	8.554853840755852e-07
SPATA19	8.552887356375992e-07
MAGEB1	8.551781939644788e-07
LRSAM1	8.550781266098288e-07
KIF13A	8.548384345702298e-07
LGMN	8.547872975460715e-07
SAA2	8.547170483494883e-07
SEC16B	8.546266426082405e-07
EXOSC3	8.544866461322694e-07
MRPL57	8.544419130649563e-07
FOXJ2	8.54141741495787e-07
GIT1	8.540704938382218e-07
PKD1	8.540172989875436e-07
TRMT61A	8.540149424198396e-07
HBZ	8.537941587358339e-07
EPS8	8.536126417274362e-07
OPALIN	8.536099035697601e-07
TMEM63A	8.535336154892376e-07
RIOK3	8.534233656064302e-07
MYO5A	8.533260091562934e-07
CMC2	8.526994437921572e-07
MRPL28	8.526800320672142e-07
ABCB8	8.523916056406589e-07
RXRB	8.523499062893436e-07
USP49	8.519586750154659e-07
WIPI2	8.515552880817247e-07
EXOC7	8.511362165898783e-07
ATP2C1	8.510231634994418e-07
COL11A1	8.510148766044008e-07
COMMD6	8.504165342877352e-07
PCDHAC2	8.501804836978509e-07
FAM13A	8.499098334599406e-07
FNDC4	8.497885621938769e-07
NFYC	8.495570356791289e-07
ATG9A	8.49213235798164e-07
FLI1	8.491217874960321e-07
SOST	8.488884192954201e-07
SLC25A38	8.487947841394777e-07
SLC22A6	8.487926527809492e-07
PCDHAC1	8.485088270300511e-07
PRIM2	8.483893753125791e-07
RTN4IP1	8.483653747928414e-07
BCL2L13	8.480393070302663e-07
UGT3A1	8.475978103262767e-07
TRH	8.474253097409202e-07
FTMT	8.472888605687232e-07
GZMK	8.472075310170319e-07
EIF4G3	8.468668418895475e-07
GTF2A2	8.461323303939278e-07
H2AC11	8.459077433564416e-07
MTA3	8.456413722420267e-07
LHX2	8.45607932905852e-07
TYRP1	8.443108937064388e-07
TXNDC17	8.441797393049631e-07
RCN1	8.440220421989632e-07
GRK5	8.437265508978173e-07
ATG10	8.435387335836e-07
MLLT1	8.434626256879913e-07
PARN	8.434557209915416e-07
SLC37A3	8.431694854124863e-07
TSLP	8.431054107977884e-07
MCC	8.429648583669403e-07
AGPAT5	8.428271648892312e-07
B4GALT6	8.426648451266936e-07
LOXL2	8.419484428199879e-07
DHX37	8.413956173540968e-07
BABAM1	8.411587026584196e-07
SCN5A	8.408488442557394e-07
DSC3	8.407964476158002e-07
NEU2	8.407738917195612e-07
GNAI3	8.407462570217121e-07
CBX6	8.405949292603294e-07
WDR62	8.405595132388829e-07
TRIM54	8.403673450979859e-07
HAUS8	8.398949108467415e-07
ETV1	8.395985982758628e-07
AGTR2	8.394672915209947e-07
HIP1	8.393921202247791e-07
MARVELD2	8.391300312859765e-07
CASP14	8.389660729835222e-07
ACKR3	8.389635639042526e-07
NEUROG2	8.388924719804999e-07
NECTIN3	8.387962474836197e-07
PDRG1	8.387915654659538e-07
SH3GL3	8.38336172467333e-07
COA4	8.375854925606013e-07
FANCI	8.375150515301792e-07
SGCE	8.373636287317021e-07
MCHR1	8.372770661678464e-07
RDH10	8.371577949007445e-07
PTK6	8.370172301845758e-07
BABAM2	8.369574866812861e-07
GGACT	8.368401792946357e-07
DPYSL5	8.364940507586044e-07
TFIP11	8.364308802867428e-07
ATG4D	8.36370894154226e-07
GNRH1	8.361352234525709e-07
MSLN	8.35731615737425e-07
COL25A1	8.356671113503656e-07
SLC18A1	8.353363688876629e-07
RNPS1	8.352135774096986e-07
PIH1D2	8.348626345653475e-07
RNF5	8.346190659834625e-07
ECPAS	8.337968908003495e-07
SYMPK	8.330945475439032e-07
NDUFAF7	8.328263606482045e-07
CFB	8.326805757246293e-07
PROS1	8.324386934406221e-07
SLC5A9	8.323509093183346e-07
TMEM35A	8.322339636882012e-07
NDUFA4L2	8.322174463316307e-07
HAL	8.321805942701249e-07
CHIT1	8.31680734950877e-07
COL6A6	8.316374424005711e-07
BAG4	8.315568500015532e-07
PCDHA1	8.311521329183105e-07
MT2A	8.311152829721062e-07
DOCK1	8.309529152647816e-07
GTF2E1	8.308991109609009e-07
INCENP	8.308630163610913e-07
CR2	8.305992029957163e-07
DDX51	8.301319898145196e-07
TRAPPC1	8.300735433048937e-07
LMO2	8.300535823702941e-07
TRPC6	8.299628442525697e-07
CIB1	8.295847820372999e-07
PIEZO2	8.295812820699827e-07
YTHDC1	8.295200858171053e-07
PLA2G3	8.294248684968427e-07
NMNAT3	8.292718512177562e-07
TBR1	8.291278149167033e-07
MBLAC2	8.290620132860374e-07
TLE1	8.287380310286884e-07
GAR1	8.287068027894771e-07
CDC26	8.284909617149003e-07
PRSS57	8.284189876325209e-07
SLC5A3	8.283313467580857e-07
CNR1	8.280591061349949e-07
ABCD2	8.279129534982989e-07
HAUS5	8.274522786164072e-07
ORC5	8.268827904774318e-07
UGT2B7	8.267552953561803e-07
CLEC7A	8.266035394637643e-07
TGM1	8.263796420260512e-07
GIGYF2	8.254513314209181e-07
DNAJC24	8.249580343899529e-07
AKAP4	8.249064705540638e-07
TLR5	8.24875127287891e-07
FST	8.246175085471813e-07
PLAAT1	8.245950584972104e-07
DHX30	8.245291790606884e-07
MRPL37	8.24324517523175e-07
PTGS1	8.23723639316593e-07
SPRED1	8.237048426315224e-07
PRPF6	8.23284849152292e-07
SSH1	8.230583657978417e-07
CREB3L1	8.22665946517496e-07
KIF22	8.225426076837774e-07
MICU2	8.22443992488918e-07
HMGXB4	8.22321542715573e-07
MUC16	8.212556141900657e-07
ARID4A	8.209631939569145e-07
RBM28	8.205302340204727e-07
DGLUCY	8.200796412247364e-07
SERPINB5	8.199876139547673e-07
CHD1L	8.196599652674952e-07
APOBR	8.193925340970451e-07
NIF3L1	8.192290948632645e-07
EFNB2	8.188915003715873e-07
HAUS4	8.185346454436054e-07
SOX1	8.184132972366986e-07
PRSS1	8.181218108456665e-07
PRX	8.18024964334258e-07
NUB1	8.179859352011765e-07
ICAM3	8.176648470587757e-07
GRM1	8.174367955161047e-07
ELAC2	8.170233072378988e-07
STX2	8.164957438651318e-07
PLCB4	8.161344297320194e-07
GPS2	8.160904643603537e-07
SCMH1	8.158528803904161e-07
RALY	8.156700172432515e-07
SORL1	8.15568416401904e-07
PPP6C	8.155171223683162e-07
ISG20L2	8.145777194382011e-07
DHRS3	8.145199325043714e-07
CDC40	8.143807892899927e-07
CHAF1A	8.143234659466163e-07
LAMA4	8.142896771375261e-07
MIEF1	8.140968104445603e-07
IFNA4	8.139734586216079e-07
FANCC	8.139442267583173e-07
THOC1	8.133894442870473e-07
VTI1B	8.131849236421504e-07
TMEM41A	8.127917683897825e-07
DDX52	8.127270171312199e-07
MRPL14	8.126874707156466e-07
ZNF609	8.124860151654276e-07
FSCN2	8.120126645085681e-07
MUSK	8.119704722216902e-07
SPINK5	8.118129275869783e-07
THPO	8.117853115630459e-07
RGS7	8.117599925894621e-07
CD300LB	8.116293698115939e-07
ERCC5	8.114496598911327e-07
H1-5	8.109738804980476e-07
MEA1	8.109121817589446e-07
KAT6B	8.107696534353136e-07
PPP3CB	8.107191160982784e-07
ACVR1	8.104578788888671e-07
CD2AP	8.104361411870955e-07
NR1D1	8.101828948775665e-07
WDR45	8.101436127639124e-07
RAB8B	8.097199755863539e-07
TBL1Y	8.096862201824633e-07
TAF7	8.095136451619704e-07
HNRNPUL1	8.094040151838775e-07
VCX3A	8.093445113252514e-07
GEMIN5	8.092111692392724e-07
GRIN1	8.090867852286192e-07
ACTR3B	8.089271983372664e-07
ARHGAP35	8.087622096341672e-07
CRX	8.086950579887716e-07
HSPB7	8.082897933054531e-07
SRP72	8.078126943424523e-07
ORC4	8.075208240409553e-07
E4F1	8.074788765361834e-07
CNOT10	8.072100875674282e-07
PDE9A	8.068498337133937e-07
UGT2B4	8.067032553055966e-07
NTS	8.065182507870477e-07
STXBP2	8.061462225007336e-07
BRD7	8.061408738348475e-07
SLIRP	8.061152718050995e-07
FBXW9	8.060748779467728e-07
DUSP12	8.05847013734462e-07
ARIH1	8.053264444265958e-07
KPNA6	8.052176599399369e-07
ZNF704	8.051471489792435e-07
LIPF	8.046526233498647e-07
GUCY1A2	8.04118120635023e-07
LILRB3	8.040621997325381e-07
CENPN	8.039364364517851e-07
PROCA1	8.039008514702803e-07
RND3	8.03390296766405e-07
TCERG1	8.033455880479071e-07
E2F4	8.031065047165085e-07
